idx,region,n_matched_days,n_consecutive_differences,daily_corr,difference_corr
37.125_-97.125,north_america,3251,3146,0.6248026968681676,0.6142185810878162
37.125_-95.875,north_america,3504,3409,0.4460041685187513,0.2431039666119435
37.125_-93.875,north_america,3486,3378,0.7579884165854877,0.6648967315345045
37.125_-91.125,north_america,1142,1121,0.6749299451139847,0.7024966591430197
37.125_-87.875,north_america,2555,2491,0.7225066004867076,0.662931917172289
37.125_-86.125,north_america,3777,3680,0.8636753647528669,0.6510546254733642
37.375_-117.875,north_america,3840,3764,0.637185305208123,0.30939515180966143
37.375_-113.125,north_america,2102,2042,0.5301623533913974,0.43695429258999713
37.375_-109.375,north_america,5475,5362,0.6264436926039922,0.5048688248616124
37.375_-108.625,north_america,3548,3407,0.81619405278837,0.4549897535775633
37.375_-99.375,north_america,2755,2664,0.7156336231499042,0.5717361387080752
37.375_-96.125,north_america,3368,3254,0.7659322113135166,0.5488335345019967
37.375_-94.625,north_america,4302,4100,0.6865220277879106,0.6124599289793529
37.375_-86.125,north_america,4607,4498,0.7886850720213838,0.7192762470883536
37.625_-118.875,north_america,3213,3101,0.7066972779595754,0.23058644746761986
37.625_-113.625,north_america,4025,3917,0.7631218792880462,0.5152226551652662
37.625_-111.375,north_america,4608,4507,0.60255577732719,0.30729057036895324
37.625_-109.375,north_america,5015,4894,0.7749589390944653,0.5224810852987389
37.625_-91.625,north_america,4801,4626,0.8027734513128177,0.6422491668924384
37.625_-91.375,north_america,1152,1125,0.7499861207605669,0.6894416746471194
37.875_-119.875,north_america,3589,3455,0.9208628510089344,0.6102001459398018
37.875_-118.625,north_america,226,214,0.7624722270905718,0.03353890786986915
37.875_-118.375,north_america,2321,2258,0.43477379276218325,0.45781551912045076
37.875_-112.375,north_america,3253,3183,0.5872484498063998,0.3611893775113443
37.875_-109.125,north_america,4122,3994,0.722103261520427,0.5491055370353186
37.875_-103.875,north_america,4474,4312,0.3043387608376134,0.28399143960687323
37.875_-98.375,north_america,3260,3148,0.587099423544193,0.4446800622389149
37.875_-97.125,north_america,3342,3243,0.6555841407442947,0.48925641306993267
37.875_-94.125,north_america,2396,2254,0.5437094002509898,0.5992356558624995
37.875_-79.125,north_america,6069,5874,0.7855280832777857,0.659223974652492
37.875_-78.375,north_america,3567,3455,0.6642625141477201,0.6175967991997269
38.125_-121.875,north_america,1755,1712,-0.24564513425389456,0.18922570132693775
38.125_-121.625,north_america,675,664,0.7808335046258678,0.6134195777978385
38.125_-121.375,north_america,1232,1230,0.9454001664027332,0.8122290370076674
38.125_-120.875,north_america,1410,1399,0.9019082998190066,0.5593650599237671
38.125_-112.375,north_america,4041,3929,0.5501625154863458,0.2939541020272829
38.125_-109.125,north_america,2555,2476,0.6240760829402383,0.3815735464916504
38.125_-99.375,north_america,2760,2668,0.6951776408999576,0.49599279094494686
38.125_-97.625,north_america,2667,2546,0.7168946492381766,0.5710314739462058
38.125_-95.625,north_america,2415,2325,0.6207247398638114,0.44138882649333544
38.125_-84.625,north_america,4864,4721,0.8446128588770688,0.6895061994616701
38.125_-78.125,north_america,7655,7416,0.788220746144349,0.6214660096303398
38.375_-123.125,north_america,4615,4599,0.8709861685687893,0.7021474069283736
38.375_-120.875,north_america,1678,1675,0.8614865041420618,0.6556519063252303
38.375_-119.125,north_america,2316,2239,0.8538033734131713,0.5001038729637712
38.375_-113.125,north_america,4836,4684,0.664030951744945,0.335454110960545
38.375_-112.625,north_america,3917,3794,0.69719397640723,0.4194735047581702
38.375_-109.125,north_america,2384,2328,0.7814892694774017,0.5065300959423165
38.375_-97.375,north_america,2808,2731,0.6727639137118282,0.46722160231826715
38.375_-90.875,north_america,1039,989,0.7203464193441727,0.6652173888794398
38.625_-113.875,north_america,4289,4171,0.5337539497496762,0.4320425014103438
38.625_-107.625,north_america,3188,3101,0.8507094815773754,0.44449880500683936
38.625_-92.125,north_america,2094,2025,0.7772579965985574,0.6341525440061984
38.875_-123.125,north_america,91,88,0.988116746043317,0.9294972351322395
38.875_-100.875,north_america,3811,3684,0.6017665429359816,0.5209596108059096
38.875_-94.125,north_america,2296,2154,0.714321449544951,0.6119173067816158
38.875_-86.625,north_america,4331,4171,0.8395903404203506,0.6466446098222688
39.125_-123.125,north_america,2690,2685,0.953302480698373,0.7680316565539194
39.125_-121.375,north_america,1287,1278,0.919383927853546,0.6586872184866349
39.125_-114.125,north_america,3721,3577,0.7236493508118784,0.4079770133035333
39.125_-113.375,north_america,4188,4054,0.560113458939898,0.33551453884462556
39.125_-112.375,north_america,5225,5070,0.7814338914631046,0.4796010762334443
39.125_-110.125,north_america,5040,4943,0.541941237953074,0.3438577399798785
39.125_-106.875,north_america,2330,2258,0.5752170339750851,0.19371280038284217
39.125_-96.625,north_america,4382,4129,0.6176086555991305,0.5892132989112332
39.125_-95.125,north_america,2923,2796,0.6610530800321772,0.5462213988104415
39.125_-92.125,north_america,2691,2536,0.7110580120880239,0.561360855132305
39.125_-90.875,north_america,2893,2753,0.7254725346275547,0.6147423171143286
39.125_-79.375,north_america,3318,3148,0.7551470935284843,0.6529976954417942
39.125_-76.875,north_america,3377,3313,0.7791247194620297,0.6809101226686669
39.375_-123.375,north_america,462,441,0.9354389736931518,0.5895887402887583
39.375_-123.125,north_america,2666,2662,0.9248228639171383,0.6925073531330431
39.375_-121.125,north_america,1798,1784,0.9474261835481157,0.7890601908510753
39.375_-107.125,north_america,542,510,0.4041290384079444,0.3204952470002418
39.375_-86.375,north_america,319,238,0.6012066092886016,0.22469009527409384
39.625_-120.875,north_america,261,254,0.9407321903249263,0.5872387339816966
39.625_-111.875,north_america,4711,4572,0.763998871154335,0.4197616899512287
39.625_-110.875,north_america,4714,4606,0.4823982250933007,0.537483199793697
39.625_-107.375,north_america,2182,2116,0.6393477940500971,0.36189042231167246
39.625_-96.125,north_america,3118,3002,0.43715065983169116,0.5730716379790342
39.625_-91.625,north_america,1168,1085,0.7105741718642349,0.6484980817107211
39.875_-120.875,north_america,1273,1231,0.7908658575452265,0.45270133784937167
39.875_-120.375,north_america,485,462,0.8580764097838289,0.5139374658357828
39.875_-114.125,north_america,3322,3203,0.7153890037748459,0.46704051615002934
39.875_-99.375,north_america,3074,2962,0.719087086200954,0.5866860020961067
39.875_-93.125,north_america,3900,3669,0.753167915863354,0.6413802294475733
39.875_-90.875,north_america,2644,2484,0.7485908531664577,0.5268347105973781
39.875_-83.375,north_america,1906,1786,0.7378144241225757,0.5464059401862111
39.875_-75.875,north_america,4189,4079,0.8075384341485097,0.7170859178420365
40.125_-120.625,north_america,254,239,0.8966946051411946,0.42642423484490727
40.125_-118.375,north_america,2921,2861,0.5516428811156595,0.39496984638595417
40.125_-110.375,north_america,3696,3608,0.6135673576464533,0.5252417577458042
40.125_-108.875,north_america,3494,3421,0.7279036003154475,0.3691633972414122
40.125_-106.875,north_america,382,363,0.8726251760632031,0.30640057611747296
40.125_-88.375,north_america,4283,4137,0.7661752728044672,0.6004661855953048
40.375_-110.375,north_america,4203,4076,0.7202277456071527,0.42108279879166666
40.375_-109.375,north_america,3898,3839,0.7046744204106259,0.48498656972759885
40.375_-101.625,north_america,2173,2095,0.34651560791790165,0.5115249445214191
40.375_-93.625,north_america,3181,3033,0.6940736317964018,0.5597715090003729
40.375_-89.875,north_america,2611,2530,0.7683218533968239,0.6171909577579847
40.375_-81.875,north_america,1877,1787,0.8000669266130123,0.6906489665870643
40.625_-122.625,north_america,4189,4123,0.861967039190674,0.6228263542971715
40.625_-115.125,north_america,1253,1219,0.8083998208096415,0.1771149725434681
40.625_-112.375,north_america,3434,3342,0.8503854299313431,0.5966354387035304
40.625_-107.375,north_america,191,185,0.8797801488715938,0.2454956023610423
40.625_-96.875,north_america,3542,3432,0.6935686605464524,0.5950532617189437
40.625_-77.875,north_america,3285,3199,0.7546175192038305,0.699948827260143
40.625_-76.625,north_america,3918,3831,0.8108071679108003,0.6888760876707967
40.875_-122.625,north_america,1960,1935,0.761383138640095,0.6142828763932111
40.875_-119.875,north_america,1480,1429,0.7418972267892754,0.4826515014208867
40.875_-104.875,north_america,3622,3468,0.64800362177551,0.3750277477812476
40.875_-104.625,north_america,4862,4644,0.6910724944993223,0.4852049075510765
40.875_-96.625,north_america,3649,3527,0.6433763859556524,0.5869701401523202
40.875_-96.375,north_america,3455,3308,0.6316350499395875,0.6504734775363415
41.125_-120.625,north_america,1978,1919,0.7573200927909098,0.4164904436947522
41.375_-111.125,north_america,3431,3330,0.81661544873785,0.4878709186868598
41.375_-71.625,north_america,4526,4409,0.7460581265828806,0.7168653790586148
41.625_-112.625,north_america,3449,3379,0.6654559014008494,0.5121617883479445
41.625_-93.375,north_america,3722,3632,0.8002924746052297,0.6057524079467616
41.875_-119.625,north_america,2932,2808,0.7428497090364142,0.41831600766673716
41.875_-113.875,north_america,3531,3429,0.8862060458261165,0.5614884989075166
41.875_-112.375,north_america,4180,4089,0.8163426881312674,0.5232097912306167
41.875_-111.875,north_america,3367,3295,0.7799841007447933,0.5586692932024329
41.875_-88.875,north_america,3654,3541,0.7376579836320811,0.6587707814825893
41.875_-81.125,north_america,1599,1541,0.7504405939959383,0.6893435961537101
41.875_-73.625,north_america,3627,3518,0.843031290685045,0.736263044808685
42.125_-104.125,north_america,1745,1665,0.48712064930251026,0.5420734590017433
42.125_-101.375,north_america,3750,3601,0.642112798523799,0.5369744280790216
42.125_-93.625,north_america,2546,2424,0.5028427905680458,0.6163442426202064
42.375_-103.625,north_america,3057,2943,0.6774587610344569,0.44361725211350655
42.375_-95.875,north_america,3131,3026,0.6753980707888667,0.6381740192037919
42.375_-83.625,north_america,695,658,0.7151011870690298,0.5046694555043901
42.375_-76.125,north_america,3393,3290,0.7937873878242135,0.6534540916206435
42.625_-108.625,north_america,3085,2976,0.8910993282054084,0.5034696884465407
42.625_-90.375,north_america,2611,2513,0.6455825834598015,0.629170057306345
42.875_-117.125,north_america,1747,1681,0.8091380074120236,0.5276150686972017
42.875_-77.125,north_america,3627,3487,0.7100095173407923,0.6783679883522286
43.125_-116.875,north_america,3354,3274,0.7155437040955128,0.3398507363206208
43.125_-73.125,north_america,2799,2718,0.6325066837180844,0.7202942509265041
43.125_-70.875,north_america,4025,3922,0.8817122326795871,0.7685158899849959
43.375_-124.375,north_america,149,126,0.18068210779412697,0.030458002795072135
43.375_-119.625,north_america,4069,3950,0.6998712679838044,0.47113231462897415
43.375_-115.875,north_america,4239,4130,0.8005744458284655,0.429579705439207
43.375_-113.625,north_america,2961,2901,0.8332002652904098,0.5353127559340504
43.625_-110.625,north_america,2493,2432,0.6888430782000493,0.5389500433383756
43.625_-96.625,north_america,4463,4331,0.6604536464835387,0.5585568841158243
43.875_-71.625,north_america,3273,3211,0.6004491168291602,0.7162285276473463
44.125_-100.375,north_america,3572,3453,0.6656995860279806,0.5448336809185959
44.125_-90.125,north_america,3748,3666,0.7831903299204902,0.7549859687160507
44.375_-123.375,north_america,4425,4322,0.903915147829823,0.675616063475072
44.625_-119.625,north_america,3685,3601,0.7774122278074195,0.34726115474174774
44.625_-104.375,north_america,2804,2666,0.6984099576929685,0.580128526071961
44.625_-72.875,north_america,2946,2794,0.6126598585957814,0.6093412629528413
44.875_-84.625,north_america,3153,3061,0.8219049332135132,0.7241696038178382
44.875_-68.625,north_america,1643,1576,0.6219426374581842,0.6984604239391538
45.125_-113.125,north_america,2785,2709,0.8393954402715494,0.3680794897442013
45.125_-68.625,north_america,1064,867,0.38913220586901,0.36910684439621616
45.375_-93.875,north_america,2817,2747,0.6981681873511331,0.5666991401579583
45.375_-88.625,north_america,1927,1867,0.5453235237702978,0.653794256927926
45.375_-75.625,north_america,677,663,0.7365035562270992,0.7329572985429195
45.375_-75.125,north_america,1468,1442,0.6913388929047011,0.5892698949568155
45.375_-74.875,north_america,1474,1450,0.7333876764143755,0.6107298683067179
45.625_-103.375,north_america,3338,3249,0.7177391443826779,0.4392139894314294
45.625_-99.125,north_america,3356,3259,0.6983502941944398,0.5059305853363038
45.875_-111.625,north_america,4319,4195,0.7473759725081918,0.5919287447930177
46.125_-92.875,north_america,2868,2820,0.7912073845136515,0.7006069618927344
46.375_-86.875,north_america,3110,3032,0.7014763420320911,0.6023088633376747
46.875_-117.125,north_america,2095,2017,0.8513737714346798,0.5634797237371116
46.875_-110.875,north_america,1010,954,0.8275802576143618,0.3631893436901078
46.875_-110.375,north_america,2822,2712,0.835974415986204,0.5102235271392064
46.875_-103.375,north_america,3314,3211,0.7041504615992507,0.5786902036598658
46.875_-100.875,north_america,2347,2263,0.5868339612055428,0.415838947736382
46.875_-99.375,north_america,2936,2854,0.6412512727072518,0.48715936142125815
46.875_-67.875,north_america,2880,2816,0.7412989955068192,0.6912904270047804
47.125_-118.625,north_america,3016,2957,0.7316157792890982,0.3920024439269881
47.125_-109.875,north_america,2485,2375,0.8374490936918692,0.6957944124416725
47.125_-105.125,north_america,1937,1866,0.7689454716111126,0.545356269996231
47.375_-117.625,north_america,3568,3498,0.8315217198305858,0.6379962136715711
47.625_-123.875,north_america,4363,4311,0.8115948609450276,0.8027315240788211
47.625_-107.125,north_america,4213,4092,0.7922420607056785,0.6901289096344974
47.625_-96.375,north_america,2422,2360,0.6674386050923701,0.6192538149863399
47.875_-104.125,north_america,1653,1591,0.6900667941815142,0.34968997520898387
48.375_-111.875,north_america,2554,2452,0.7765937241596415,0.5934098283567875
48.375_-111.125,north_america,2178,2101,0.6678081104168488,0.5539505636442514
48.375_-109.875,north_america,2747,2635,0.7493493712306734,0.5410001898392771
48.375_-105.125,north_america,3297,3220,0.7557993557371461,0.4488351904474866
48.375_-95.875,north_america,2251,2149,0.5058354119785855,0.5538898063764173
48.625_-121.375,north_america,3005,2972,0.8974311482693278,0.6577182984021676
48.625_-113.375,north_america,2564,2501,0.8141243288899286,0.6137758934516037
48.875_-102.125,north_america,3063,2996,0.7935769442644648,0.5877225483429002
49.375_-97.875,north_america,1386,1357,0.33011413483437035,0.39292417844419375
49.625_-98.125,north_america,1424,1392,0.44321909610307986,0.4281482161321269
49.625_-97.875,north_america,1431,1403,0.4998032631165638,0.3273679039557599
49.875_-99.375,north_america,799,783,0.4557081013311699,0.5363156068197792
49.875_-97.875,north_america,1403,1380,0.4659109789701108,0.35954045703791565
49.875_-97.375,north_america,1130,1104,0.3523072620478507,0.23467383207498038
50.125_-97.625,north_america,1221,1203,0.5174031246190777,0.327598582585945
51.375_-106.625,north_america,1362,1338,0.6478751981260051,0.4693554050862958
51.375_-106.375,north_america,1356,1332,0.6534011021619347,0.4740904316600316
58.625_-156.625,north_america,666,643,0.17927910543044043,0.5519824384703775
59.125_-159.125,north_america,710,700,0.7049795428675173,0.6964344515535956
59.375_-161.125,north_america,384,378,0.611432262453058,0.7572573830697025
59.625_-151.375,north_america,1894,1838,0.03338683756121779,0.005216276363321294
59.875_-156.875,north_america,138,126,0.7875545819087877,0.6248318500313583
63.875_-160.625,north_america,149,146,0.37717125914464766,0.4136241880895178
64.625_-148.375,north_america,1649,1624,0.521581938043094,0.5407023916589447
64.625_-148.125,north_america,1646,1630,0.4684524640440919,0.4666403665681395
64.875_-148.375,north_america,886,870,0.3062162157351974,0.4557920087478024
65.125_-147.625,north_america,1445,1407,-0.14733295598865628,0.07685349734785378
65.125_-147.375,north_america,1456,1408,0.19179654811964875,0.39862050049813613
65.375_-164.625,north_america,203,198,0.4097837007088514,0.5085192878578656
