,layer1
2010-08-03,0.18644
2010-08-04,0.18278
2010-08-05,0.19008
2010-08-06,0.19644
2010-08-07,0.20559
2010-08-08,0.20219
2010-08-09,0.20752
2010-08-10,0.20508
2010-08-11,0.1941
2010-08-12,0.18792
2010-08-13,0.19201
2010-08-14,0.18372
2010-08-15,0.17922
2010-08-16,0.17619
2010-08-17,0.17461
2010-08-18,0.16507
2010-08-19,0.17251
2010-08-20,0.19018
2010-08-21,0.17952
2010-08-22,0.17032
2010-08-23,0.18318
2010-08-24,0.18056
2010-08-25,0.17749
2010-08-26,0.17478
2010-08-27,0.17018
2010-08-28,0.18443
2010-08-29,0.18132
2010-08-30,0.18441
2010-08-31,0.19699
2010-09-01,0.18879
2010-09-02,0.17957
2010-09-03,0.17575
2010-09-04,0.17227
2010-09-05,0.16924
2010-09-06,0.16907
2010-09-07,0.1665
2010-09-08,0.16277
2010-09-09,0.16991
2010-09-10,0.22205
2010-09-11,0.21677
2010-09-12,0.20748
2010-09-13,0.1993
2010-09-14,0.19087
2010-09-15,0.18615
2010-09-16,0.1801
2010-09-17,0.17987
2010-09-18,0.17258
2010-09-19,0.16638
2010-09-20,0.16023
2010-09-21,0.15585
2010-09-22,0.15243
2010-09-23,0.1531
2010-09-24,0.14959
2010-09-25,0.14813
2010-09-26,0.14758
2010-09-27,0.14412
2010-09-28,0.14215
2010-09-29,0.13886
2010-09-30,0.14026
2010-10-01,0.13983
2010-10-02,0.14367
2010-10-03,0.14553
2010-10-04,0.14778
2010-10-05,0.17549
2010-10-06,0.19155
2010-10-07,0.20745
2010-10-08,0.24785
2010-10-09,0.26601
2010-10-10,0.25315
2010-10-11,0.24192
2010-10-12,0.23704
2010-10-13,0.22826
2010-10-14,0.21708
2010-10-15,0.20707
2010-10-16,0.19931
2010-10-17,0.19496
2010-10-18,0.1941
2010-10-19,0.19
2010-10-20,0.18484
2010-10-21,0.18355
2010-10-22,0.18039
2010-10-23,0.17969
2010-10-24,0.22395
2010-10-25,0.34948
2010-10-26,0.32804
2010-10-27,0.31828
2010-10-28,0.3109
2010-10-29,0.31585
2010-10-30,0.32799
2010-10-31,0.34218
2010-11-01,0.34981
2010-11-02,0.3401
2010-11-03,0.33379
2010-11-04,0.32651
2010-11-05,0.31947
2010-11-06,0.31393
2010-11-07,0.30862
2010-11-08,0.32431
2010-11-09,0.33655
2010-11-10,0.3271
2010-11-11,0.32195
2010-11-12,0.31812
2010-11-13,0.31558
2010-11-14,0.31238
2010-11-15,0.31441
2010-11-16,0.32553
2010-11-17,0.32467
2010-11-18,0.31949
2010-11-19,0.31616
2010-11-20,0.32024
2010-11-21,0.32314
2010-11-22,0.31833
2010-11-23,0.31437
2010-11-24,0.31176
2010-11-25,0.30905
2010-11-26,0.30716
2010-11-27,0.30606
2010-11-28,0.30443
2010-11-29,0.30291
2010-11-30,0.30123
2010-12-01,0.30057
2010-12-02,0.29962
2010-12-03,0.2988
2010-12-04,0.29875
2010-12-05,0.29771
2010-12-06,0.29599
2010-12-07,0.2959
2010-12-08,0.29674
2010-12-09,0.29543
2010-12-10,0.29622
2010-12-11,0.29848
2010-12-12,0.29807
2010-12-13,0.30054
2010-12-14,0.30099
2010-12-15,0.3002
2010-12-16,0.29945
2010-12-17,0.29878
2010-12-18,0.29652
2010-12-19,0.29938
2010-12-20,0.31268
2010-12-21,0.30778
2010-12-22,0.30468
2010-12-23,0.30364
2010-12-24,0.30397
2010-12-25,0.2997
2010-12-26,0.29817
2010-12-27,0.2999
2010-12-28,0.29914
2010-12-29,0.29818
2010-12-30,0.29837
2010-12-31,0.29702
2011-01-01,0.29529
2011-01-02,0.29396
2011-01-03,0.29213
2011-01-04,0.29136
2011-01-05,0.29315
2011-01-06,0.29293
2011-01-07,0.29267
2011-01-08,0.29014
2011-01-09,0.29073
2011-01-10,0.29075
2011-01-11,0.29253
2011-01-12,0.29208
2011-01-13,0.29123
2011-01-14,0.29107
2011-01-15,0.29311
2011-01-16,0.29589
2011-01-17,0.30962
2011-01-18,0.31804
2011-01-19,0.31223
2011-01-20,0.30729
2011-01-21,0.30394
2011-01-22,0.30162
2011-01-23,0.29994
2011-01-24,0.29825
2011-01-25,0.29642
2011-01-26,0.29477
2011-01-27,0.29421
2011-01-28,0.29387
2011-01-29,0.29293
2011-01-30,0.29244
2011-01-31,0.29178
2011-02-01,0.2903
2011-02-02,0.28867
2011-02-03,0.28802
2011-02-04,0.28779
2011-02-05,0.28731
2011-02-06,0.28707
2011-02-07,0.28668
2011-02-08,0.28629
2011-02-09,0.28528
2011-02-10,0.28455
2011-02-11,0.28331
2011-02-12,0.28227
2011-02-13,0.27991
2011-02-14,0.27559
2011-02-15,0.2738
2011-02-16,0.27309
2011-02-17,0.27585
2011-02-18,0.2734
2011-02-19,0.27183
2011-02-20,0.27178
2011-02-21,0.27174
2011-02-22,0.27129
2011-02-23,0.27118
2011-02-24,0.26976
2011-02-25,0.26907
2011-02-26,0.26906
2011-02-27,0.26794
2011-02-28,0.26661
2011-03-01,0.26421
2011-03-02,0.26207
2011-03-03,0.26116
2011-03-04,0.26031
2011-03-05,0.25942
2011-03-06,0.26103
2011-03-07,0.26235
2011-03-08,0.2631
2011-03-09,0.26183
2011-03-10,0.26552
2011-03-11,0.27318
2011-03-12,0.27377
2011-03-13,0.27539
2011-03-14,0.27655
2011-03-15,0.29079
2011-03-16,0.31122
2011-03-17,0.341
2011-03-18,0.3272
2011-03-19,0.32011
2011-03-20,0.31639
2011-03-21,0.31403
2011-03-22,0.31102
2011-03-23,0.30809
2011-03-24,0.30589
2011-03-25,0.305
2011-03-26,0.30248
2011-03-27,0.30193
2011-03-28,0.29942
2011-03-29,0.29632
2011-03-30,0.29403
2011-03-31,0.2991
2011-04-01,0.32196
2011-04-02,0.36014
2011-04-03,0.37595
2011-04-04,0.35759
2011-04-05,0.35034
2011-04-06,0.3486
2011-04-07,0.34608
2011-04-08,0.34536
2011-04-09,0.34286
2011-04-10,0.34075
2011-04-11,0.33888
2011-04-12,0.34055
2011-04-13,0.34519
2011-04-14,0.36107
2011-04-15,0.35095
2011-04-16,0.35203
2011-04-17,0.39524
2011-04-18,0.42358
2011-04-19,0.41112
2011-04-20,0.39247
2011-04-21,0.38799
2011-04-22,0.39655
2011-04-23,0.38078
2011-04-24,0.37192
2011-04-25,0.36658
2011-04-26,0.36379
2011-04-27,0.35842
2011-04-28,0.35347
2011-04-29,0.35129
2011-04-30,0.34823
2011-05-01,0.34507
2011-05-02,0.34308
2011-05-03,0.34142
2011-05-04,0.35568
2011-05-05,0.35076
2011-05-06,0.37279
2011-05-07,0.38807
2011-05-08,0.39595
2011-05-09,0.40639
2011-05-10,0.40341
2011-05-11,0.40506
2011-05-12,0.40647
2011-05-13,0.40768
2011-05-14,0.40424
2011-05-15,0.40173
2011-05-16,0.39688
2011-05-17,0.3898
2011-05-18,0.39274
2011-05-19,0.41751
2011-05-20,0.42331
2011-05-21,0.41895
2011-05-22,0.41359
2011-05-23,0.41206
2011-05-24,0.42417
2011-05-25,0.41303
2011-05-26,0.4068
2011-05-27,0.39925
2011-05-28,0.40301
2011-05-29,0.41137
2011-05-30,0.41673
2011-05-31,0.4208
2011-06-01,0.41563
2011-06-02,0.40938
2011-06-03,0.40014
2011-06-04,0.3981
2011-06-05,0.39611
2011-06-06,0.3898
2011-06-07,0.38973
2011-06-08,0.38727
2011-06-09,0.39614
2011-06-10,0.39419
2011-06-11,0.38711
2011-06-12,0.38077
2011-06-13,0.37596
2011-06-14,0.36828
2011-06-15,0.35214
2011-06-16,0.33396
2011-06-17,0.32411
2011-06-18,0.31232
2011-06-19,0.32052
2011-06-20,0.3333
2011-06-21,0.31822
2011-06-22,0.30326
2011-06-23,0.2912
2011-06-24,0.28651
2011-06-25,0.27987
2011-06-26,0.26859
2011-06-27,0.25862
2011-06-28,0.25074
2011-06-29,0.24214
2011-06-30,0.24161
2011-07-01,0.23676
2011-07-02,0.2304
2011-07-03,0.22605
2011-07-04,0.22445
2011-07-05,0.23415
2011-07-06,0.23682
2011-07-07,0.23455
2011-07-08,0.23593
2011-07-09,0.24382
2011-07-10,0.23211
2011-07-11,0.22997
2011-07-12,0.23091
2011-07-13,0.23103
2011-07-14,0.22336
2011-07-15,0.21632
2011-07-16,0.20832
2011-07-17,0.20096
2011-07-18,0.19872
2011-07-19,0.20595
2011-07-20,0.20913
2011-07-21,0.20204
2011-07-22,0.19652
2011-07-23,0.19103
2011-07-24,0.18627
2011-07-25,0.18389
2011-07-26,0.18396
2011-07-27,0.18657
2011-07-28,0.18526
2011-07-29,0.18128
2011-07-30,0.17881
2011-07-31,0.18054
2011-08-01,0.24413
2011-08-02,0.27407
2011-08-03,0.25153
2011-08-04,0.24178
2011-08-05,0.23748
2011-08-06,0.22693
2011-08-07,0.21723
2011-08-08,0.20955
2011-08-09,0.20062
2011-08-10,0.19377
2011-08-11,0.18592
2011-08-12,0.17839
2011-08-13,0.17465
2011-08-14,0.17496
2011-08-15,0.17621
2011-08-16,0.1882
2011-08-17,0.18094
2011-08-18,0.17636
2011-08-19,0.17259
2011-08-20,0.17281
2011-08-21,0.17075
2011-08-22,0.16583
2011-08-23,0.16386
2011-08-24,0.16374
2011-08-25,0.16276
2011-08-26,0.16616
2011-08-27,0.17137
2011-08-28,0.18845
2011-08-29,0.20312
2011-08-30,0.19737
2011-08-31,0.18966
2011-09-01,0.18286
2011-09-02,0.17832
2011-09-03,0.17257
2011-09-04,0.16905
2011-09-05,0.17021
2011-09-06,0.173
2011-09-07,0.17203
2011-09-08,0.17241
2011-09-09,0.16703
2011-09-10,0.16509
2011-09-11,0.16499
2011-09-12,0.17338
2011-09-13,0.19082
2011-09-14,0.19129
2011-09-15,0.20491
2011-09-16,0.20324
2011-09-17,0.25072
2011-09-18,0.25893
2011-09-19,0.24221
2011-09-20,0.23068
2011-09-21,0.22272
2011-09-22,0.21507
2011-09-23,0.20811
2011-09-24,0.20511
2011-09-25,0.20005
2011-09-26,0.19242
2011-09-27,0.18948
2011-09-28,0.18664
2011-09-29,0.1824
2011-09-30,0.18009
2011-10-01,0.17676
2011-10-02,0.17278
2011-10-03,0.17066
2011-10-04,0.17489
2011-10-05,0.20121
2011-10-06,0.28295
2011-10-07,0.28992
2011-10-08,0.30619
2011-10-09,0.3157
2011-10-10,0.31353
2011-10-11,0.33701
2011-10-12,0.34854
2011-10-13,0.32949
2011-10-14,0.31639
2011-10-15,0.30226
2011-10-16,0.29098
2011-10-17,0.33207
2011-10-18,0.32389
2011-10-19,0.31044
2011-10-20,0.29919
2011-10-21,0.28894
2011-10-22,0.28022
2011-10-23,0.27173
2011-10-24,0.26492
2011-10-25,0.26809
2011-10-26,0.27133
2011-10-27,0.2709
2011-10-28,0.26829
2011-10-29,0.26477
2011-10-30,0.26313
2011-10-31,0.26081
2011-11-01,0.29752
2011-11-02,0.29774
2011-11-03,0.29074
2011-11-04,0.28813
2011-11-05,0.28935
2011-11-06,0.28646
2011-11-07,0.28429
2011-11-08,0.28222
2011-11-09,0.28105
2011-11-10,0.28034
2011-11-11,0.27952
2011-11-12,0.27855
2011-11-13,0.28004
2011-11-14,0.28189
2011-11-15,0.27992
2011-11-16,0.27998
2011-11-17,0.27908
2011-11-18,0.28081
2011-11-19,0.28047
2011-11-20,0.27899
2011-11-21,0.27816
2011-11-22,0.27751
2011-11-23,0.27583
2011-11-24,0.27575
2011-11-25,0.27792
2011-11-26,0.27855
2011-11-27,0.27617
2011-11-28,0.27551
2011-11-29,0.2762
2011-11-30,0.2768
2011-12-01,0.27552
2011-12-02,0.2746
2011-12-03,0.27377
2011-12-04,0.27312
2011-12-05,0.27284
2011-12-06,0.27259
2011-12-07,0.27228
2011-12-08,0.27191
2011-12-09,0.27187
2011-12-10,0.27202
2011-12-11,0.27321
2011-12-12,0.27416
2011-12-13,0.27418
2011-12-14,0.27388
2011-12-15,0.27639
2011-12-16,0.27702
2011-12-17,0.27642
2011-12-18,0.27754
2011-12-19,0.27704
2011-12-20,0.2765
2011-12-21,0.27578
2011-12-22,0.27546
2011-12-23,0.27513
2011-12-24,0.2755
2011-12-25,0.27559
2011-12-26,0.27505
2011-12-27,0.27491
2011-12-28,0.27461
2011-12-29,0.27548
2011-12-30,0.28375
2011-12-31,0.30356
2012-01-01,0.29825
2012-01-02,0.29724
2012-01-03,0.2981
2012-01-04,0.29907
2012-01-05,0.29891
2012-01-06,0.2983
2012-01-07,0.29678
2012-01-08,0.29525
2012-01-09,0.29364
2012-01-10,0.29371
2012-01-11,0.29363
2012-01-12,0.29295
2012-01-13,0.29222
2012-01-14,0.29185
2012-01-15,0.2934
2012-01-16,0.29547
2012-01-17,0.29445
2012-01-18,0.29334
2012-01-19,0.29328
2012-01-20,0.29514
2012-01-21,0.29653
2012-01-22,0.29751
2012-01-23,0.29411
2012-01-24,0.29214
2012-01-25,0.29048
2012-01-26,0.28979
2012-01-27,0.28938
2012-01-28,0.28982
2012-01-29,0.29001
2012-01-30,0.2882
2012-01-31,0.2871
2012-02-01,0.28667
2012-02-02,0.28514
2012-02-03,0.28487
2012-02-04,0.28538
2012-02-05,0.28467
2012-02-06,0.28318
2012-02-07,0.28301
2012-02-08,0.28318
2012-02-09,0.28382
2012-02-10,0.28549
2012-02-11,0.28915
2012-02-12,0.28882
2012-02-13,0.29422
2012-02-14,0.29524
2012-02-15,0.29245
2012-02-16,0.29114
2012-02-17,0.28837
2012-02-18,0.28732
2012-02-19,0.28727
2012-02-20,0.286
2012-02-21,0.28499
2012-02-22,0.28708
2012-02-23,0.29144
2012-02-24,0.28709
2012-02-25,0.28527
2012-02-26,0.28442
2012-02-27,0.28312
2012-02-28,0.28297
2012-02-29,0.28197
2012-03-01,0.28136
2012-03-02,0.28164
2012-03-03,0.28214
2012-03-04,0.28119
2012-03-05,0.28082
2012-03-06,0.28256
2012-03-07,0.28294
2012-03-08,0.28099
2012-03-09,0.28061
2012-03-10,0.28145
2012-03-11,0.28315
2012-03-12,0.28457
2012-03-13,0.28977
2012-03-14,0.31349
2012-03-15,0.33719
2012-03-16,0.35439
2012-03-17,0.36941
2012-03-18,0.37988
2012-03-19,0.3669
2012-03-20,0.3577
2012-03-21,0.35215
2012-03-22,0.35248
2012-03-23,0.37699
2012-03-24,0.38796
2012-03-25,0.3947
2012-03-26,0.39314
2012-03-27,0.38111
2012-03-28,0.37949
2012-03-29,0.38776
2012-03-30,0.38799
2012-03-31,0.39413
2012-04-01,0.38931
2012-04-02,0.37525
2012-04-03,0.36797
2012-04-04,0.37742
2012-04-05,0.37993
2012-04-06,0.37461
2012-04-07,0.36381
2012-04-08,0.36095
2012-04-09,0.37518
2012-04-10,0.3818
2012-04-11,0.38141
2012-04-12,0.38583
2012-04-13,0.38893
2012-04-14,0.38773
2012-04-15,0.38415
2012-04-16,0.37766
2012-04-17,0.38001
2012-04-18,0.38704
2012-04-19,0.3952
2012-04-20,0.39757
2012-04-21,0.38673
2012-04-22,0.37588
2012-04-23,0.36542
2012-04-24,0.35601
2012-04-25,0.34459
2012-04-26,0.3444
2012-04-27,0.36314
2012-04-28,0.35729
2012-04-29,0.35014
2012-04-30,0.35264
2012-05-01,0.37882
2012-05-02,0.37321
2012-05-03,0.35703
2012-05-04,0.35681
2012-05-05,0.3577
2012-05-06,0.34674
2012-05-07,0.33631
2012-05-08,0.32679
2012-05-09,0.31918
2012-05-10,0.30696
2012-05-11,0.29893
2012-05-12,0.29166
2012-05-13,0.28357
2012-05-14,0.27502
2012-05-15,0.26852
2012-05-16,0.26275
2012-05-17,0.26779
2012-05-18,0.27269
2012-05-19,0.29293
2012-05-20,0.27855
2012-05-21,0.26488
2012-05-22,0.2544
2012-05-23,0.24842
2012-05-24,0.25164
2012-05-25,0.25911
2012-05-26,0.29281
2012-05-27,0.3442
2012-05-28,0.35493
2012-05-29,0.34557
2012-05-30,0.33142
2012-05-31,0.31488
2012-06-01,0.29683
2012-06-02,0.28529
2012-06-03,0.2792
2012-06-04,0.26883
2012-06-05,0.26152
2012-06-06,0.26072
2012-06-07,0.2573
2012-06-08,0.24597
2012-06-09,0.23994
2012-06-10,0.23744
2012-06-11,0.23187
2012-06-12,0.22652
2012-06-13,0.21882
2012-06-14,0.21208
2012-06-15,0.20722
2012-06-16,0.20621
2012-06-17,0.19906
2012-06-18,0.19362
2012-06-19,0.19285
2012-06-20,0.19077
2012-06-21,0.19247
2012-06-22,0.18728
2012-06-23,0.18222
2012-06-24,0.17329
2012-06-25,0.16679
2012-06-26,0.16349
2012-06-27,0.16464
2012-06-28,0.1602
2012-06-29,0.15665
2012-06-30,0.15398
2012-07-01,0.14943
2012-07-02,0.14799
2012-07-03,0.14103
2012-07-04,0.13651
2012-07-05,0.14204
2012-07-06,0.17504
2012-07-07,0.17255
2012-07-08,0.17101
2012-07-09,0.16521
2012-07-10,0.16219
2012-07-11,0.16229
2012-07-12,0.16445
2012-07-13,0.16203
2012-07-14,0.18545
2012-07-15,0.25914
2012-07-16,0.24486
2012-07-17,0.2293
2012-07-18,0.21017
2012-07-19,0.19802
2012-07-20,0.1901
2012-07-21,0.18621
2012-07-22,0.18636
2012-07-23,0.19293
2012-07-24,0.19372
2012-07-25,0.19444
2012-07-26,0.18565
2012-07-27,0.17711
2012-07-28,0.17158
2012-07-29,0.16679
2012-07-30,0.16025
2012-07-31,0.15611
2012-08-01,0.15222
2012-08-02,0.14684
2012-08-03,0.14417
2012-08-04,0.14445
2012-08-05,0.14617
2012-08-06,0.14117
2012-08-07,0.14341
2012-08-08,0.14375
2012-08-09,0.14705
2012-08-10,0.15095
2012-08-11,0.15815
2012-08-12,0.15257
2012-08-13,0.15297
2012-08-14,0.1614
2012-08-15,0.15515
2012-08-16,0.15445
2012-08-17,0.14638
2012-08-18,0.14704
2012-08-19,0.14929
2012-08-20,0.14913
2012-08-21,0.14848
2012-08-22,0.15493
2012-08-23,0.16625
2012-08-24,0.1616
2012-08-25,0.15742
2012-08-26,0.15471
2012-08-27,0.15806
2012-08-28,0.15312
2012-08-29,0.14664
2012-08-30,0.14552
2012-08-31,0.14931
2012-09-01,0.15565
2012-09-02,0.17097
2012-09-03,0.16663
2012-09-04,0.1606
2012-09-05,0.15554
2012-09-06,0.14819
2012-09-07,0.1531
2012-09-08,0.15236
2012-09-09,0.15179
2012-09-10,0.15091
2012-09-11,0.15383
2012-09-12,0.15372
2012-09-13,0.15145
2012-09-14,0.1487
2012-09-15,0.14476
2012-09-16,0.14244
2012-09-17,0.14171
2012-09-18,0.1419
2012-09-19,0.14343
2012-09-20,0.14476
2012-09-21,0.14549
2012-09-22,0.14547
2012-09-23,0.14417
2012-09-24,0.14894
2012-09-25,0.15821
2012-09-26,0.20169
2012-09-27,0.22677
2012-09-28,0.21512
2012-09-29,0.20505
2012-09-30,0.19761
2012-10-01,0.19036
2012-10-02,0.18362
2012-10-03,0.17698
2012-10-04,0.1731
2012-10-05,0.17029
2012-10-06,0.1702
2012-10-07,0.16725
2012-10-08,0.16177
2012-10-09,0.15811
2012-10-10,0.15481
2012-10-11,0.14913
2012-10-12,0.15077
2012-10-13,0.16776
2012-10-14,0.17678
2012-10-15,0.17192
2012-10-16,0.17815
2012-10-17,0.21674
2012-10-18,0.20677
2012-10-19,0.1976
2012-10-20,0.19269
2012-10-21,0.18893
2012-10-22,0.21453
2012-10-23,0.28218
2012-10-24,0.27296
2012-10-25,0.26201
2012-10-26,0.25548
2012-10-27,0.25075
2012-10-28,0.25783
2012-10-29,0.28592
2012-10-30,0.29655
2012-10-31,0.29666
2012-11-01,0.29254
2012-11-02,0.28399
2012-11-03,0.27611
2012-11-04,0.26889
2012-11-05,0.26351
2012-11-06,0.25949
2012-11-07,0.2542
2012-11-08,0.24853
2012-11-09,0.2599
2012-11-10,0.26629
2012-11-11,0.26287
2012-11-12,0.26096
2012-11-13,0.25955
2012-11-14,0.2582
2012-11-15,0.25943
2012-11-16,0.26708
2012-11-17,0.27412
2012-11-18,0.2947
2012-11-19,0.31833
2012-11-20,0.31866
2012-11-21,0.31795
2012-11-22,0.31528
2012-11-23,0.30698
2012-11-24,0.30534
2012-11-25,0.30413
2012-11-26,0.30204
2012-11-27,0.2992
2012-11-28,0.30049
2012-11-29,0.30181
2012-11-30,0.30191
2012-12-01,0.34324
2012-12-02,0.33807
2012-12-03,0.35901
2012-12-04,0.34404
2012-12-05,0.35136
2012-12-06,0.36124
2012-12-07,0.35316
2012-12-08,0.34429
2012-12-09,0.33922
2012-12-10,0.33576
2012-12-11,0.33293
2012-12-12,0.32965
2012-12-13,0.32724
2012-12-14,0.32565
2012-12-15,0.32314
2012-12-16,0.31843
2012-12-17,0.31664
2012-12-18,0.31654
2012-12-19,0.3148
2012-12-20,0.3134
2012-12-21,0.31138
2012-12-22,0.30947
2012-12-23,0.30689
2012-12-24,0.30501
2012-12-25,0.30363
2012-12-26,0.30274
2012-12-27,0.30209
2012-12-28,0.30406
2012-12-29,0.30446
2012-12-30,0.30443
2012-12-31,0.30306
2013-01-01,0.30255
2013-01-02,0.30268
2013-01-03,0.30292
2013-01-04,0.30294
2013-01-05,0.30321
2013-01-06,0.30365
2013-01-07,0.30374
2013-01-08,0.30341
2013-01-09,0.30322
2013-01-10,0.30218
2013-01-11,0.30128
2013-01-12,0.30083
2013-01-13,0.30047
2013-01-14,0.30058
2013-01-15,0.30042
2013-01-16,0.29976
2013-01-17,0.29938
2013-01-18,0.29886
2013-01-19,0.29831
2013-01-20,0.2986
2013-01-21,0.29917
2013-01-22,0.29927
2013-01-23,0.29952
2013-01-24,0.29929
2013-01-25,0.29915
2013-01-26,0.29928
2013-01-27,0.30001
2013-01-28,0.30078
2013-01-29,0.30249
2013-01-30,0.30051
2013-01-31,0.30045
2013-02-01,0.3003
2013-02-02,0.3021
2013-02-03,0.30075
2013-02-04,0.29826
2013-02-05,0.29733
2013-02-06,0.29601
2013-02-07,0.28938
2013-02-08,0.28901
2013-02-09,0.28817
2013-02-10,0.28874
2013-02-11,0.28872
2013-02-12,0.28836
2013-02-13,0.28797
2013-02-14,0.28778
2013-02-15,0.28702
2013-02-16,0.28348
2013-02-17,0.28294
2013-02-18,0.28397
2013-02-19,0.28279
2013-02-20,0.28095
2013-02-21,0.28009
2013-02-22,0.27907
2013-02-23,0.27846
2013-02-24,0.27786
2013-02-25,0.27665
2013-02-26,0.27697
2013-02-27,0.27799
2013-02-28,0.27755
2013-03-01,0.2767
2013-03-02,0.27601
2013-03-03,0.27922
2013-03-04,0.28677
2013-03-05,0.28318
2013-03-06,0.27957
2013-03-07,0.28217
2013-03-08,0.28669
2013-03-09,0.28915
2013-03-10,0.28741
2013-03-11,0.28629
2013-03-12,0.28898
2013-03-13,0.29493
2013-03-14,0.32946
2013-03-15,0.3545
2013-03-16,0.36063
2013-03-17,0.35561
2013-03-18,0.34379
2013-03-19,0.33682
2013-03-20,0.33409
2013-03-21,0.33568
2013-03-22,0.33052
2013-03-23,0.32723
2013-03-24,0.32409
2013-03-25,0.32267
2013-03-26,0.32299
2013-03-27,0.32308
2013-03-28,0.32413
2013-03-29,0.35303
2013-03-30,0.36754
2013-03-31,0.37477
2013-04-01,0.37849
2013-04-02,0.3871
2013-04-03,0.38923
2013-04-04,0.39005
2013-04-05,0.40317
2013-04-06,0.40344
2013-04-07,0.40146
2013-04-08,0.40289
2013-04-09,0.39089
2013-04-10,0.37924
2013-04-11,0.37358
2013-04-12,0.37574
2013-04-13,0.37738
2013-04-14,0.38278
2013-04-15,0.37065
2013-04-16,0.36548
2013-04-17,0.36175
2013-04-18,0.35697
2013-04-19,0.35224
2013-04-20,0.36189
2013-04-21,0.38595
2013-04-22,0.38661
2013-04-23,0.37484
2013-04-24,0.36636
2013-04-25,0.36038
2013-04-26,0.37163
2013-04-27,0.38313
2013-04-28,0.38818
2013-04-29,0.38526
2013-04-30,0.37801
2013-05-01,0.36637
2013-05-02,0.35866
2013-05-03,0.36503
2013-05-04,0.37054
2013-05-05,0.3681
2013-05-06,0.36298
2013-05-07,0.3693
2013-05-08,0.36243
2013-05-09,0.36462
2013-05-10,0.34968
2013-05-11,0.33776
2013-05-12,0.32701
2013-05-13,0.31613
2013-05-14,0.30171
2013-05-15,0.29288
2013-05-16,0.29043
2013-05-17,0.29048
2013-05-18,0.34065
2013-05-19,0.35774
2013-05-20,0.36331
2013-05-21,0.3507
2013-05-22,0.33688
2013-05-23,0.32668
2013-05-24,0.31533
2013-05-25,0.30151
2013-05-26,0.29026
2013-05-27,0.28207
2013-05-28,0.28073
2013-05-29,0.31916
2013-05-30,0.31977
2013-05-31,0.31056
2013-06-01,0.29393
2013-06-02,0.28176
2013-06-03,0.26838
2013-06-04,0.255
2013-06-05,0.24912
2013-06-06,0.24313
2013-06-07,0.23685
2013-06-08,0.22964
2013-06-09,0.22028
2013-06-10,0.21376
2013-06-11,0.20903
2013-06-12,0.21148
2013-06-13,0.21297
2013-06-14,0.21238
2013-06-15,0.21226
2013-06-16,0.20934
2013-06-17,0.20517
2013-06-18,0.20053
2013-06-19,0.19356
2013-06-20,0.19699
2013-06-21,0.19467
2013-06-22,0.19198
2013-06-23,0.188
2013-06-24,0.18121
2013-06-25,0.18025
2013-06-26,0.17938
2013-06-27,0.1779
2013-06-28,0.17849
2013-06-29,0.17925
2013-06-30,0.18245
2013-07-01,0.17959
2013-07-02,0.17951
2013-07-03,0.18212
2013-07-04,0.1841
2013-07-05,0.18955
2013-07-06,0.1944
2013-07-07,0.19525
2013-07-08,0.19202
2013-07-09,0.19009
2013-07-10,0.18441
2013-07-11,0.17918
2013-07-12,0.19007
2013-07-13,0.18726
2013-07-14,0.18955
2013-07-15,0.18619
2013-07-16,0.18784
2013-07-17,0.19787
2013-07-18,0.1951
2013-07-19,0.18947
2013-07-20,0.18365
2013-07-21,0.17966
2013-07-22,0.17289
2013-07-23,0.16694
2013-07-24,0.16615
2013-07-25,0.16864
2013-07-26,0.1672
2013-07-27,0.17304
2013-07-28,0.18194
2013-07-29,0.18329
2013-07-30,0.1918
2013-07-31,0.18336
2013-08-01,0.17383
2013-08-02,0.17414
2013-08-03,0.16782
2013-08-04,0.15946
2013-08-05,0.1563
2013-08-06,0.15226
2013-08-07,0.1522
2013-08-08,0.14925
2013-08-09,0.15559
2013-08-10,0.15414
2013-08-11,0.16313
2013-08-12,0.16022
2013-08-13,0.16651
2013-08-14,0.16729
2013-08-15,0.15977
2013-08-16,0.15506
2013-08-17,0.15591
2013-08-18,0.15458
2013-08-19,0.1516
2013-08-20,0.15442
2013-08-21,0.17676
2013-08-22,0.17763
2013-08-23,0.1868
2013-08-24,0.22171
2013-08-25,0.22728
2013-08-26,0.21512
2013-08-27,0.21864
2013-08-28,0.22787
2013-08-29,0.21818
2013-08-30,0.2102
2013-08-31,0.20275
2013-09-01,0.19895
2013-09-02,0.23168
2013-09-03,0.28758
2013-09-04,0.28451
2013-09-05,0.26259
2013-09-06,0.24695
2013-09-07,0.24272
2013-09-08,0.2543
2013-09-09,0.25354
2013-09-10,0.24333
2013-09-11,0.23732
2013-09-12,0.25042
2013-09-13,0.2835
2013-09-14,0.30985
2013-09-15,0.32176
2013-09-16,0.32516
2013-09-17,0.30642
2013-09-18,0.30222
2013-09-19,0.28836
2013-09-20,0.27736
2013-09-21,0.26457
2013-09-22,0.25363
2013-09-23,0.24953
2013-09-24,0.24339
2013-09-25,0.25153
2013-09-26,0.28743
2013-09-27,0.29542
2013-09-28,0.29371
2013-09-29,0.28931
2013-09-30,0.28409
2013-10-01,0.27359
2013-10-02,0.2613
2013-10-03,0.28149
2013-10-04,0.28654
2013-10-05,0.2826
2013-10-06,0.2783
2013-10-07,0.27229
2013-10-08,0.26253
2013-10-09,0.25615
2013-10-10,0.26645
2013-10-11,0.3086
